house,bravery_score,wisdom_score,ambition_score,loyalty_score,leadership,impulsiveness,justice_oriented,risk_taking,bravery_loyalty_ratio,wisdom_ambition_ratio,leadership_potential,moral_flexibility,calculated_thinking,courage_type,gryffindor_composite,hufflepuff_composite,ravenclaw_composite,slytherin_composite
Slytherin,8,6,9,4,7,6,4,7,1.9512195121951221,0.6593406593406593,8.0,6,5.0,5.6,5.800000000000001,3.4000000000000004,6.55,7.300000000000001
Hufflepuff,7,8,7,10,3,6,9,5,0.6930693069306931,1.1267605633802817,5.666666666666667,1,6.0,3.5,7.85,7.449999999999999,6.300000000000001,5.0
Gryffindor,10,4,6,9,6,8,8,9,1.098901098901099,0.6557377049180328,7.333333333333333,2,3.0,9.0,9.05,6.699999999999999,4.550000000000001,4.8
Gryffindor,10,6,9,8,10,7,9,8,1.234567901234568,0.6593406593406593,9.666666666666666,1,4.5,8.0,8.85,6.1000000000000005,7.0249999999999995,7.050000000000001
Ravenclaw,4,10,6,6,5,5,5,6,0.6557377049180328,1.639344262295082,5.0,5,7.5,2.4,5.15,5.2,7.575,6.35
Gryffindor,9,6,8,8,6,7,7,7,1.1111111111111112,0.7407407407407408,7.666666666666667,3,4.5,6.3,7.85,5.800000000000001,6.0249999999999995,6.1
Hufflepuff,7,7,4,8,6,5,7,5,0.8641975308641976,1.707317073170732,5.666666666666667,3,6.0,3.5,6.85,6.9,5.95,4.9
Gryffindor,10,7,9,6,9,9,9,10,1.639344262295082,0.7692307692307693,9.333333333333334,1,4.0,10.0,8.75,5.000000000000001,7.05,7.000000000000001
Slytherin,6,7,8,6,9,6,4,7,0.9836065573770493,0.8641975308641976,7.666666666666667,6,5.5,4.2,5.7,4.4,7.225,7.65
Slytherin,5,6,10,4,10,5,7,8,1.2195121951219514,0.594059405940594,8.333333333333334,3,5.5,4.0,5.85,4.1,7.475,7.800000000000001
Slytherin,3,6,8,5,8,6,3,6,0.5882352941176471,0.7407407407407408,6.333333333333333,7,5.0,1.8,4.1,3.75,6.549999999999999,7.4
Gryffindor,8,3,9,9,9,8,9,9,0.8791208791208791,0.32967032967032966,8.666666666666666,1,2.5,7.2,8.700000000000001,6.35,5.2749999999999995,6.2
Gryffindor,7,5,9,6,9,8,9,7,1.1475409836065575,0.5494505494505495,8.333333333333334,1,3.5,4.9,7.25,5.15,6.225,6.6000000000000005
Hufflepuff,6,6,2,7,4,5,8,4,0.8450704225352114,2.857142857142857,4.0,2,5.5,2.4,6.35,7.15,4.675,3.3000000000000003
Gryffindor,9,6,5,8,6,8,8,9,1.1111111111111112,1.1764705882352942,6.666666666666667,2,4.0,8.1,8.5,6.5,5.3,4.8500000000000005
Hufflepuff,6,8,4,10,2,4,8,3,0.594059405940594,1.9512195121951221,4.0,2,7.0,1.8,6.9,8.1,5.75,3.9
Slytherin,6,9,8,6,8,5,6,7,0.9836065573770493,1.1111111111111112,7.333333333333333,4,7.0,4.2,6.2,5.050000000000001,8.1,7.3999999999999995
Gryffindor,7,4,6,7,7,8,7,7,0.9859154929577465,0.6557377049180328,6.666666666666667,3,3.0,4.9,7.0,5.65,4.75,5.25
Slytherin,6,6,6,5,9,6,6,6,1.1764705882352942,0.9836065573770493,7.0,4,5.0,3.6,5.75,4.8999999999999995,6.35,6.35
Slytherin,5,7,8,4,7,4,3,7,1.2195121951219514,0.8641975308641976,6.666666666666667,7,6.5,3.5,4.65,3.65,7.074999999999999,7.3500000000000005
Gryffindor,8,5,7,8,9,10,8,8,0.9876543209876544,0.7042253521126761,8.0,2,2.5,6.4,8.0,5.800000000000001,5.575,6.1
Gryffindor,7,4,8,10,8,7,9,9,0.6930693069306931,0.4938271604938272,7.666666666666667,1,3.5,6.3,8.65,7.1000000000000005,5.475,5.8
Hufflepuff,5,4,4,9,7,3,7,4,0.5494505494505495,0.9756097560975611,5.333333333333333,3,5.5,2.0,6.3,7.6,4.9750000000000005,4.550000000000001
Gryffindor,9,7,6,8,6,6,8,8,1.1111111111111112,1.1475409836065575,7.0,2,5.5,7.2,8.299999999999999,6.6,6.2250000000000005,5.4
Gryffindor,10,4,8,9,10,9,8,8,1.098901098901099,0.4938271604938272,9.333333333333334,2,2.5,8.0,8.85,6.15,5.625,6.5
Gryffindor,10,8,9,8,8,6,6,10,1.234567901234568,0.8791208791208791,9.0,4,6.0,10.0,8.5,5.5,7.699999999999999,7.55
Slytherin,5,6,10,7,9,6,7,7,0.7042253521126761,0.594059405940594,8.0,3,5.0,3.5,6.4,5.15,7.1499999999999995,7.550000000000001
Slytherin,6,6,8,5,7,4,4,6,1.1764705882352942,0.7407407407407408,7.0,6,6.0,3.6,5.25,4.3,6.6,6.95
Hufflepuff,6,6,6,8,5,2,8,6,0.7407407407407408,0.9836065573770493,5.666666666666667,2,7.0,3.6,7.0,7.2,6.05,4.95
Hufflepuff,6,7,6,8,4,2,7,3,0.7407407407407408,1.1475409836065575,5.333333333333333,3,7.5,1.8,6.15,6.95,6.324999999999999,5.1
Hufflepuff,7,8,5,10,4,5,7,3,0.6930693069306931,1.5686274509803924,5.333333333333333,3,6.5,2.1,6.949999999999999,7.5,6.225,4.949999999999999
Slytherin,8,6,9,5,10,4,5,7,1.5686274509803924,0.6593406593406593,9.0,5,6.0,5.6,6.300000000000001,4.35,7.3999999999999995,7.8500000000000005
Slytherin,5,7,8,5,9,3,5,5,0.9803921568627452,0.8641975308641976,7.333333333333333,5,7.0,2.5,5.0,4.7,7.599999999999999,7.45
Slytherin,6,7,8,5,10,3,5,7,1.1764705882352942,0.8641975308641976,8.0,5,7.0,4.2,5.7,4.7,7.799999999999999,7.7
Slytherin,6,6,9,7,7,6,4,7,0.8450704225352114,0.6593406593406593,7.333333333333333,6,5.0,4.2,5.95,4.6,6.55,7.300000000000001
Hufflepuff,6,6,4,10,7,5,9,6,0.594059405940594,1.4634146341463417,5.666666666666667,1,5.5,3.6,7.75,8.2,5.675,4.55
Gryffindor,8,7,7,8,7,8,9,7,0.9876543209876544,0.9859154929577465,7.333333333333333,1,4.5,5.6,8.05,6.3500000000000005,6.375,5.8
Hufflepuff,7,6,8,9,3,4,6,5,0.7692307692307693,0.7407407407407408,6.0,4,6.0,3.5,6.85,6.4,5.799999999999999,5.55
Ravenclaw,6,8,8,5,6,6,8,7,1.1764705882352942,0.9876543209876544,6.666666666666667,2,6.0,4.2,6.45,5.0,7.1000000000000005,6.300000000000001
Slytherin,7,8,10,7,9,4,3,7,0.9859154929577465,0.7920792079207921,8.666666666666666,7,7.0,4.9,6.0,4.45,8.35,8.75
Slytherin,7,9,9,5,7,5,6,5,1.3725490196078431,0.989010989010989,7.666666666666667,4,7.0,3.5,5.85,4.45,8.1,7.5
Ravenclaw,3,10,6,6,4,4,8,5,0.49180327868852464,1.639344262295082,4.333333333333333,2,8.0,1.5,5.4,6.1,7.5,5.5
Ravenclaw,4,8,7,8,8,2,5,5,0.4938271604938272,1.1267605633802817,6.333333333333333,5,8.0,2.0,5.45,6.250000000000001,7.800000000000001,7.049999999999999
Hufflepuff,4,6,5,8,6,2,8,4,0.4938271604938272,1.1764705882352942,5.0,2,7.0,1.6,6.0,7.4,6.05,4.8500000000000005
Ravenclaw,3,10,7,6,8,3,6,7,0.49180327868852464,1.4084507042253522,6.0,4,8.5,2.1,5.3,5.55,8.625,7.249999999999999
Gryffindor,9,6,7,9,6,6,8,8,0.989010989010989,0.8450704225352114,7.333333333333333,2,5.0,7.2,8.549999999999999,6.799999999999999,5.95,5.550000000000001
Slytherin,5,7,9,5,8,4,4,7,0.9803921568627452,0.7692307692307693,7.333333333333333,6,6.5,3.5,5.15,4.1,7.475,7.750000000000001
Hufflepuff,4,8,6,9,3,4,7,2,0.43956043956043955,1.3114754098360657,4.333333333333333,3,7.0,0.8,5.6000000000000005,7.049999999999999,6.35,5.049999999999999
Gryffindor,8,5,10,8,8,8,8,9,0.9876543209876544,0.49504950495049505,8.666666666666666,2,3.5,7.2,8.200000000000001,5.5,6.225,6.9
Ravenclaw,4,8,6,5,4,3,5,6,0.7843137254901962,1.3114754098360657,4.666666666666667,5,7.5,2.4,4.9,5.1,6.675,5.699999999999999
Gryffindor,9,3,8,7,4,6,9,9,1.267605633802817,0.3703703703703704,7.0,1,3.5,8.1,8.5,6.050000000000001,4.325,4.6000000000000005
Hufflepuff,5,6,5,9,5,4,7,6,0.5494505494505495,1.1764705882352942,5.0,3,6.0,3.0,6.7,7.25,5.6,4.800000000000001
Hufflepuff,6,6,5,8,5,4,6,5,0.7407407407407408,1.1764705882352942,5.333333333333333,4,6.0,3.0,6.3,6.6,5.6,5.0
Hufflepuff,4,8,5,8,5,4,6,4,0.4938271604938272,1.5686274509803924,4.666666666666667,4,7.0,1.6,5.5,6.6,6.55,5.3999999999999995
Ravenclaw,6,8,6,7,7,4,5,5,0.8450704225352114,1.3114754098360657,6.333333333333333,5,7.0,3.0,5.8,5.75,7.15,6.449999999999999
Ravenclaw,6,8,7,6,8,2,8,8,0.9836065573770493,1.1267605633802817,7.0,2,8.0,4.8,6.9,6.2,7.800000000000001,6.449999999999999
Gryffindor,10,6,8,8,7,7,7,9,1.234567901234568,0.7407407407407408,8.333333333333334,3,4.5,9.0,8.55,5.800000000000001,6.225,6.35
Ravenclaw,6,10,7,5,6,5,6,4,1.1764705882352942,1.4084507042253522,6.333333333333333,4,7.5,2.4,5.35,4.85,7.9750000000000005,6.749999999999999
Hufflepuff,7,8,6,10,4,5,8,4,0.6930693069306931,1.3114754098360657,5.666666666666667,2,6.5,2.8,7.3999999999999995,7.55,6.425,5.1
Slytherin,6,8,10,8,8,2,5,6,0.7407407407407408,0.7920792079207921,8.0,5,8.0,3.6,6.25,5.65,8.4,8.1
Hufflepuff,5,7,3,8,7,5,7,4,0.617283950617284,2.258064516129032,5.0,3,6.0,2.0,6.05,7.1000000000000005,5.95,4.800000000000001
Slytherin,6,6,9,6,7,3,3,5,0.9836065573770493,0.6593406593406593,7.333333333333333,7,6.5,3.0,5.05,4.4,6.925,7.500000000000001
Hufflepuff,6,6,5,9,6,5,10,3,0.6593406593406593,1.1764705882352942,5.666666666666667,0,5.5,1.8,7.15,7.85,5.675,4.45
Hufflepuff,4,7,5,9,6,4,9,5,0.43956043956043955,1.3725490196078431,5.0,1,6.5,2.0,6.7,7.75,6.2749999999999995,4.8500000000000005
Ravenclaw,6,9,9,8,8,3,5,6,0.7407407407407408,0.989010989010989,7.666666666666667,5,8.0,3.6,6.25,5.7,8.55,7.95
Ravenclaw,7,10,8,5,5,5,7,4,1.3725490196078431,1.234567901234568,6.666666666666667,3,7.5,2.8,5.8999999999999995,4.9,7.975,6.65
Ravenclaw,7,10,9,8,6,4,5,5,0.8641975308641976,1.098901098901099,7.333333333333333,5,8.0,3.5,6.35,5.550000000000001,8.5,7.65
Hufflepuff,7,5,7,10,4,4,7,3,0.6930693069306931,0.7042253521126761,6.0,3,5.5,2.1,6.949999999999999,7.25,5.325,5.049999999999999
Ravenclaw,5,8,9,5,6,2,8,6,0.9803921568627452,0.8791208791208791,6.666666666666667,2,8.0,3.0,5.95,5.4,7.8,6.65
Slytherin,5,7,9,4,8,3,4,6,1.2195121951219514,0.7692307692307693,7.333333333333333,6,7.0,3.0,4.7,3.8500000000000005,7.6,7.750000000000001
Hufflepuff,4,5,3,8,3,4,6,3,0.4938271604938272,1.6129032258064515,3.3333333333333335,4,5.5,1.2,5.300000000000001,7.0,4.325,3.5999999999999996
Slytherin,7,9,8,4,9,6,7,6,1.707317073170732,1.1111111111111112,8.0,3,6.5,4.2,6.05,4.35,8.175,7.449999999999999
Hufflepuff,4,6,4,10,7,2,8,4,0.39603960396039606,1.4634146341463417,5.0,2,7.0,1.6,6.5,8.4,6.05,4.75
Slytherin,7,9,8,5,9,3,3,8,1.3725490196078431,1.1111111111111112,8.0,7,8.0,5.6,5.699999999999999,4.2,8.55,8.25
Slytherin,8,7,9,7,10,3,7,6,1.1267605633802817,0.7692307692307693,9.0,3,7.0,4.8,7.1000000000000005,5.800000000000001,7.999999999999999,7.65
Gryffindor,9,3,8,6,5,8,10,8,1.4754098360655739,0.3703703703703704,7.333333333333333,0,2.5,7.2,8.299999999999999,5.6000000000000005,4.275,4.65
Ravenclaw,7,10,9,6,7,2,7,4,1.1475409836065575,1.098901098901099,7.666666666666667,3,9.0,2.8,6.1499999999999995,5.550000000000001,8.95,7.5
Slytherin,6,9,7,5,10,4,5,5,1.1764705882352942,1.267605633802817,7.666666666666667,5,7.5,3.0,5.3,4.75,8.425,7.749999999999999
Slytherin,6,9,9,4,10,5,5,8,1.4634146341463417,0.989010989010989,8.333333333333334,5,7.0,4.8,5.65,3.8000000000000003,8.7,8.45
Gryffindor,8,5,10,8,10,6,9,5,0.9876543209876544,0.49504950495049505,9.333333333333334,1,4.5,4.0,7.65,6.05,6.875,7.2
Ravenclaw,3,8,6,5,6,4,5,5,0.5882352941176471,1.3114754098360657,5.0,5,7.0,1.5,4.4,4.949999999999999,6.95,6.199999999999999
Hufflepuff,5,5,6,9,5,2,8,6,0.5494505494505495,0.819672131147541,5.333333333333333,2,6.5,3.0,6.95,7.6,5.575,4.75
Slytherin,5,7,10,5,8,1,4,5,0.9803921568627452,0.6930693069306931,7.666666666666667,6,8.0,2.5,4.75,4.35,8.049999999999999,8.100000000000001
Hufflepuff,4,8,3,9,3,4,8,4,0.43956043956043955,2.5806451612903225,3.3333333333333335,2,7.0,1.6,6.25,7.9,5.75,3.8
Hufflepuff,6,8,3,9,6,2,9,4,0.6593406593406593,2.5806451612903225,5.0,1,8.0,2.4,7.1,8.45,6.6000000000000005,4.3500000000000005
Slytherin,6,9,8,6,9,6,4,5,0.9836065573770493,1.1111111111111112,7.666666666666667,6,6.5,3.0,5.3,4.4,8.175,8.05
Ravenclaw,7,9,8,3,6,3,8,7,2.258064516129032,1.1111111111111112,7.0,2,8.0,4.9,6.25,4.65,7.95,6.5
Ravenclaw,6,10,6,5,5,3,8,7,1.1764705882352942,1.639344262295082,5.666666666666667,2,8.5,4.2,6.45,5.85,7.825,5.75
Ravenclaw,4,8,7,6,6,5,5,5,0.6557377049180328,1.1267605633802817,5.666666666666667,5,6.5,2.0,4.95,5.0,7.025,6.55
Hufflepuff,2,8,3,8,4,5,7,5,0.2469135802469136,2.5806451612903225,3.0,3,6.5,1.0,5.35,7.1000000000000005,5.825,4.25
Ravenclaw,3,10,6,5,8,4,8,6,0.5882352941176471,1.639344262295082,5.666666666666667,2,8.0,1.8,5.3500000000000005,5.699999999999999,8.3,6.5
Slytherin,5,7,8,3,8,4,4,7,1.6129032258064515,0.8641975308641976,7.0,6,6.5,3.5,4.65,3.5,7.274999999999999,7.4
Hufflepuff,7,7,5,8,4,5,6,6,0.8641975308641976,1.3725490196078431,5.333333333333333,4,6.0,4.2,6.8,6.45,5.749999999999999,4.95
Slytherin,8,9,9,7,10,3,5,5,1.1267605633802817,0.989010989010989,9.0,5,8.0,4.0,6.4,5.300000000000001,8.95,8.45
Slytherin,7,9,9,5,8,3,4,5,1.3725490196078431,0.989010989010989,8.0,6,8.0,3.5,5.35,4.25,8.55,8.15
Slytherin,8,8,9,6,8,5,7,8,1.3114754098360657,0.8791208791208791,8.333333333333334,3,6.5,6.4,7.25,5.1000000000000005,7.824999999999999,7.35
Hufflepuff,6,7,5,10,3,5,10,6,0.594059405940594,1.3725490196078431,4.666666666666667,0,6.0,3.6,8.0,8.25,5.549999999999999,3.9000000000000004
Hufflepuff,5,7,5,10,5,1,6,5,0.49504950495049505,1.3725490196078431,5.0,4,8.0,2.5,6.5,7.85,6.449999999999999,5.2
Slytherin,5,7,10,5,10,4,6,7,0.9803921568627452,0.6930693069306931,8.333333333333334,4,6.5,3.5,5.65,4.4,8.075,8.200000000000001
Hufflepuff,7,8,4,9,5,3,8,5,0.7692307692307693,1.9512195121951221,5.333333333333333,2,7.5,3.5,7.35,7.85,6.475,4.65
Slytherin,8,9,9,6,10,3,5,5,1.3114754098360657,0.989010989010989,9.0,5,8.0,4.0,6.15,4.9,8.95,8.45
Gryffindor,8,5,6,8,6,8,9,9,0.9876543209876544,0.819672131147541,6.666666666666667,1,3.5,7.2,8.450000000000001,6.55,5.025,4.8
Ravenclaw,6,10,5,5,7,4,7,4,1.1764705882352942,1.9607843137254903,6.0,3,8.0,2.4,5.6,5.65,7.9,6.1
Gryffindor,7,5,7,8,8,9,8,7,0.8641975308641976,0.7042253521126761,7.333333333333333,2,3.0,4.9,7.5,5.950000000000001,5.5,5.85
Hufflepuff,7,8,6,9,7,2,9,6,0.7692307692307693,1.3114754098360657,6.666666666666667,1,8.0,4.2,7.8,7.85,7.4,5.6499999999999995
Ravenclaw,4,8,8,7,10,2,6,5,0.5633802816901409,0.9876543209876544,7.333333333333333,4,8.0,2.0,5.45,5.900000000000001,8.4,7.7
Slytherin,5,9,10,4,10,3,3,7,1.2195121951219514,0.8910891089108911,8.333333333333334,7,8.0,3.5,4.65,3.4000000000000004,9.15,9.2
Ravenclaw,4,9,7,6,6,5,8,6,0.6557377049180328,1.267605633802817,5.666666666666667,2,7.0,2.4,5.9,5.75,7.500000000000001,6.15
Gryffindor,7,5,6,8,10,6,10,9,0.8641975308641976,0.819672131147541,7.666666666666667,0,4.5,6.3,8.4,7.1,6.075,5.6
Gryffindor,8,9,8,7,6,9,8,8,1.1267605633802817,1.1111111111111112,7.333333333333333,2,5.0,6.4,7.75,5.350000000000001,7.2,6.5
Gryffindor,9,6,7,9,9,9,9,8,0.989010989010989,0.8450704225352114,8.333333333333334,1,3.5,7.2,8.799999999999999,6.6,6.175,6.1
Slytherin,6,9,10,6,8,6,3,6,0.9836065573770493,0.8910891089108911,8.0,7,6.5,3.6,5.25,3.7500000000000004,8.375,8.7
Ravenclaw,6,8,8,8,7,4,7,5,0.7407407407407408,0.9876543209876544,7.0,3,7.0,3.0,6.55,6.25,7.550000000000001,6.75
Slytherin,4,8,9,5,9,6,7,6,0.7843137254901962,0.8791208791208791,7.333333333333333,3,6.0,2.4,5.4,4.55,7.8999999999999995,7.6
Gryffindor,8,6,6,7,7,9,10,9,1.1267605633802817,0.9836065573770493,7.0,0,3.5,7.2,8.450000000000001,6.250000000000001,5.575,5.05
Slytherin,4,7,7,4,10,6,5,10,0.9756097560975611,0.9859154929577465,7.0,5,5.5,4.0,5.45,4.05,7.225,7.35
Ravenclaw,7,7,6,6,5,2,5,5,1.1475409836065575,1.1475409836065575,6.0,5,7.5,3.5,5.85,5.65,6.5249999999999995,5.75
Hufflepuff,7,7,6,10,5,4,5,3,0.6930693069306931,1.1475409836065575,6.0,5,6.5,2.1,6.449999999999999,6.949999999999999,6.2749999999999995,5.75
Gryffindor,8,7,6,7,9,9,7,10,1.1267605633802817,1.1475409836065575,7.666666666666667,3,4.0,8.0,7.9,5.500000000000001,6.45,6.35
Gryffindor,8,7,9,8,9,8,9,10,0.9876543209876544,0.7692307692307693,8.666666666666666,1,4.5,8.0,8.65,5.95,7.175,7.000000000000001
Slytherin,6,9,10,7,10,5,5,5,0.8450704225352114,0.8910891089108911,8.666666666666666,5,7.0,3.0,5.8,4.800000000000001,8.9,8.8
Gryffindor,9,8,6,7,8,7,7,10,1.267605633802817,1.3114754098360657,7.666666666666667,3,5.5,9.0,8.2,5.800000000000001,6.975,6.299999999999999
Ravenclaw,5,9,6,8,8,3,5,7,0.617283950617284,1.4754098360655739,6.333333333333333,5,8.0,3.5,6.15,6.3,7.950000000000001,6.8999999999999995
Hufflepuff,5,9,3,10,5,5,7,5,0.49504950495049505,2.903225806451613,4.333333333333333,3,7.0,2.5,6.75,7.9,6.5,4.699999999999999
Hufflepuff,7,7,5,10,6,2,8,5,0.6930693069306931,1.3725490196078431,6.0,2,7.5,3.5,7.6,8.2,6.5249999999999995,5.050000000000001
Slytherin,6,6,9,6,8,4,5,5,0.9836065573770493,0.6593406593406593,7.666666666666667,5,6.0,3.0,5.55,4.75,7.0,7.3500000000000005
Hufflepuff,4,6,5,9,6,3,7,5,0.43956043956043955,1.1764705882352942,5.0,3,6.5,2.0,6.2,7.3999999999999995,5.925,5.050000000000001
Ravenclaw,5,8,8,6,5,2,7,5,0.819672131147541,0.9876543209876544,6.0,3,8.0,2.5,5.75,5.750000000000001,7.4,6.25
Slytherin,5,6,9,5,10,3,7,6,0.9803921568627452,0.6593406593406593,8.0,3,6.5,3.0,5.7,5.0,7.5249999999999995,7.450000000000001
Slytherin,7,6,10,5,10,5,7,7,1.3725490196078431,0.594059405940594,9.0,3,5.5,4.9,6.5,4.5,7.475,7.800000000000001
Slytherin,8,9,8,6,10,3,6,3,1.3114754098360657,1.1111111111111112,8.666666666666666,4,8.0,2.4,6.0,5.3500000000000005,8.75,7.8999999999999995
Gryffindor,8,4,6,7,6,9,9,9,1.1267605633802817,0.6557377049180328,6.666666666666667,1,2.5,7.2,8.200000000000001,6.000000000000001,4.425000000000001,4.6
Gryffindor,8,8,8,7,6,8,10,8,1.1267605633802817,0.9876543209876544,7.333333333333333,0,5.0,6.4,8.25,6.000000000000001,6.8500000000000005,5.9
Ravenclaw,4,9,7,7,6,4,5,5,0.5633802816901409,1.267605633802817,5.666666666666667,5,7.5,2.0,5.2,5.550000000000001,7.625000000000001,6.75
Gryffindor,8,10,7,9,7,10,9,10,0.8791208791208791,1.4084507042253522,7.333333333333333,1,5.0,8.0,8.9,6.449999999999999,7.550000000000001,6.3999999999999995
Hufflepuff,6,5,3,10,6,3,9,3,0.594059405940594,1.6129032258064515,5.0,1,6.0,1.8,7.15,8.700000000000001,5.050000000000001,3.75
Hufflepuff,2,5,6,8,7,2,6,4,0.2469135802469136,0.819672131147541,5.0,4,6.5,0.8,4.8999999999999995,6.7,5.9750000000000005,5.6499999999999995
Hufflepuff,4,5,4,9,5,2,6,3,0.43956043956043955,1.2195121951219514,4.333333333333333,4,6.5,1.2,5.550000000000001,7.5,5.175,4.45
Hufflepuff,7,5,5,9,4,2,6,3,0.7692307692307693,0.9803921568627452,5.333333333333333,4,6.5,2.1,6.449999999999999,7.3,5.175,4.55
Slytherin,7,8,9,4,7,3,3,7,1.707317073170732,0.8791208791208791,7.666666666666667,7,7.5,4.9,5.25,3.6000000000000005,7.875,7.9
Gryffindor,8,7,9,7,6,9,8,10,1.1267605633802817,0.7692307692307693,7.666666666666667,2,4.0,8.0,8.15,5.150000000000001,6.45,6.450000000000001
Gryffindor,7,7,7,6,9,8,8,9,1.1475409836065575,0.9859154929577465,7.666666666666667,2,4.5,6.3,7.3999999999999995,5.3,6.7749999999999995,6.5
Hufflepuff,6,8,6,10,6,6,7,3,0.594059405940594,1.3114754098360657,6.0,3,6.0,1.8,6.65,7.1499999999999995,6.7,5.799999999999999
Ravenclaw,4,8,9,7,7,4,8,6,0.5633802816901409,0.8791208791208791,6.666666666666667,2,7.0,2.4,6.15,5.9,7.75,6.9
Hufflepuff,6,7,4,9,4,5,6,3,0.6593406593406593,1.707317073170732,4.666666666666667,4,6.0,1.8,6.15,7.05,5.55,4.6
Slytherin,6,6,8,6,9,6,1,8,0.9836065573770493,0.7407407407407408,7.666666666666667,9,5.0,4.8,5.15,3.6500000000000004,6.749999999999999,8.05
Hufflepuff,7,5,4,8,7,3,9,6,0.8641975308641976,1.2195121951219514,6.0,1,6.0,4.2,7.55,7.7,5.45,4.3500000000000005
Ravenclaw,5,10,8,10,4,5,6,7,0.49504950495049505,1.234567901234568,5.666666666666667,4,7.5,3.5,6.9,6.65,7.7749999999999995,6.6
Hufflepuff,4,5,5,9,5,2,6,5,0.43956043956043955,0.9803921568627452,4.666666666666667,4,6.5,2.0,5.95,7.3,5.375,4.8
Hufflepuff,4,5,6,8,4,4,7,3,0.4938271604938272,0.819672131147541,4.666666666666667,3,5.5,1.2,5.550000000000001,6.65,5.125,4.699999999999999
Slytherin,5,9,10,4,9,5,5,6,1.2195121951219514,0.8910891089108911,8.0,5,7.0,3.0,4.95,3.6,8.700000000000001,8.55
Ravenclaw,7,10,6,7,5,3,6,7,0.9859154929577465,1.639344262295082,6.0,4,8.5,4.9,6.75,6.15,7.825,6.1499999999999995
Ravenclaw,4,10,6,7,4,4,8,7,0.5633802816901409,1.639344262295082,4.666666666666667,2,8.0,2.8,6.3500000000000005,6.5,7.5,5.5
Slytherin,6,7,10,7,10,5,5,6,0.8450704225352114,0.6930693069306931,8.666666666666666,5,6.0,3.6,6.0,4.800000000000001,7.949999999999999,8.4
Ravenclaw,7,8,9,7,8,3,7,7,0.9859154929577465,0.8791208791208791,8.0,3,7.5,4.9,7.0,5.800000000000001,8.075,7.35
Gryffindor,7,7,9,6,6,9,8,9,1.1475409836065575,0.7692307692307693,7.333333333333333,2,4.0,6.3,7.3999999999999995,4.750000000000001,6.45,6.450000000000001
Slytherin,9,9,10,4,9,3,6,8,2.1951219512195124,0.8910891089108911,9.333333333333334,4,8.0,7.2,6.799999999999999,4.15,8.950000000000001,8.35
Gryffindor,10,4,6,8,7,9,9,10,1.234567901234568,0.6557377049180328,7.666666666666667,1,2.5,10.0,9.25,6.4,4.625,4.85
Ravenclaw,7,9,7,8,4,3,5,5,0.8641975308641976,1.267605633802817,6.0,5,8.0,3.5,6.35,6.1000000000000005,7.3500000000000005,6.25
Gryffindor,10,4,6,9,8,7,10,6,1.098901098901099,0.6557377049180328,8.0,0,3.5,6.0,8.95,7.35,5.075,4.8999999999999995
Gryffindor,10,8,8,5,8,9,7,9,1.9607843137254903,0.9876543209876544,8.666666666666666,3,4.5,9.0,7.8,4.300000000000001,7.125,7.0
Hufflepuff,4,6,5,8,5,5,9,4,0.4938271604938272,1.1764705882352942,4.666666666666667,1,5.5,1.6,6.25,7.2,5.475,4.4
Hufflepuff,6,5,4,9,6,3,9,3,0.6593406593406593,1.2195121951219514,5.333333333333333,1,6.0,1.8,6.9,8.1,5.25,4.1
Ravenclaw,5,9,9,6,5,4,6,4,0.819672131147541,0.989010989010989,6.333333333333333,4,7.5,2.0,5.3,5.0,7.825,7.0
Hufflepuff,5,6,5,9,3,2,8,5,0.5494505494505495,1.1764705882352942,4.333333333333333,2,7.0,2.5,6.75,7.8,5.449999999999999,4.1000000000000005
Slytherin,6,9,9,4,10,6,6,6,1.4634146341463417,0.989010989010989,8.333333333333334,4,6.5,3.6,5.5,3.9000000000000004,8.575,8.25
Ravenclaw,2,10,7,7,7,5,6,6,0.28169014084507044,1.4084507042253522,5.333333333333333,4,7.5,1.2,5.050000000000001,5.65,8.175,6.999999999999999
Ravenclaw,6,10,8,6,6,2,8,6,0.9836065573770493,1.234567901234568,6.666666666666667,2,9.0,3.6,6.5,6.000000000000001,8.55,6.7
Ravenclaw,4,10,7,6,6,2,5,6,0.6557377049180328,1.4084507042253522,5.666666666666667,5,9.0,2.4,5.15,5.45,8.350000000000001,6.949999999999999
Slytherin,6,9,8,4,10,6,6,5,1.4634146341463417,1.1111111111111112,8.0,4,6.5,3.0,5.3,4.1,8.375,7.8999999999999995
Ravenclaw,5,10,5,5,8,5,7,6,0.9803921568627452,1.9607843137254903,6.0,3,7.5,3.0,5.7,5.5,7.975,6.35
Hufflepuff,5,7,6,9,6,5,8,5,0.5494505494505495,1.1475409836065575,5.666666666666667,2,6.0,2.5,6.75,7.1499999999999995,6.3500000000000005,5.4
Gryffindor,10,4,7,7,10,7,9,8,1.4084507042253522,0.5633802816901409,9.0,1,3.5,8.0,8.6,6.1000000000000005,5.675,5.949999999999999
Slytherin,7,6,8,7,7,5,6,10,0.9859154929577465,0.7407407407407408,7.333333333333333,4,5.5,7.0,7.35,5.450000000000001,6.475,6.55
Ravenclaw,3,10,8,6,4,2,6,6,0.49180327868852464,1.234567901234568,5.0,4,9.0,1.8,5.1,5.500000000000001,8.15,6.6
